row_index,sample_id,topic,question,reference_answer,prediction,gold_context_rank,gold_context_hit5,retrieved_context_hashes,generation_context_hashes,context_estimated_tokens,prompt_tokens,completion_tokens,latency_s,status,error
2006,disease_15116,disease,"Trong thủ thuật chọc dò cột sống, nguyên nhân nào dẫn đến việc cơn đau thuyên giảm đáng kể?",Nguyên nhân dẫn đến cơn đau thuyên giảm đáng kể sau thủ thuật chọc dò cột sống là do áp lực bên trong hộp sọ giảm.,"Trong thủ thuật chọc dò cột sống, nguyên nhân dẫn đến việc cơn đau thuyên giảm đáng kể là do bác sĩ sẽ hút bớt dịch trong não và tủy sống của bạn, làm giảm áp lực bên trong hộp sọ.",1,True,6435bf1301f82bf9e735|4809630eb08b3813b2fc|7387706d0f1adcdbe6c0|5607dd87bd60cf2ef088|376398c39b662d152b85,6435bf1301f82bf9e735|4809630eb08b3813b2fc|7387706d0f1adcdbe6c0|5607dd87bd60cf2ef088|376398c39b662d152b85,1740,1303,53,0.6093903000000864,OK,
2007,disease_2941,disease,Có đột biến gen đặc hiệu nào được xác định rõ ràng gây hẹp eo động mạch chủ không?,"Không, cho đến thời điểm này vẫn chưa có đột biến gen đặc hiệu nào được xác định rõ ràng gây hẹp eo động mạch chủ.",Không có đột biến gen đặc hiệu nào được xác định rõ ràng gây hẹp eo động mạch chủ.,1,True,f8f11d8c94005bb5c2fb|e2b851ccb3d44addbb00|4b5d99f41344774067c3|faf7b2c1ed19d8aa617c|b0629c0a084fb9b46aca,f8f11d8c94005bb5c2fb|e2b851ccb3d44addbb00|4b5d99f41344774067c3|faf7b2c1ed19d8aa617c|b0629c0a084fb9b46aca,1289,990,22,0.8058737999999721,OK,
2008,disease_3807,disease,"Khó thở thanh quản chỉ là triệu chứng của một bệnh lý tiềm ẩn, vậy để điều trị dứt điểm, bác sĩ cần làm gì?","Để điều trị dứt điểm khó thở thanh quản, bác sĩ sẽ thực hiện hai hướng điều trị là điều trị triệu chứng và điều trị bệnh lý.","Để điều trị dứt điểm khó thở thanh quản, bác sĩ cần tìm ra nguyên nhân bệnh lý gây ra nó và thực hiện hai bước điều trị: 1. Điều trị triệu chứng: Giúp làm giảm khó chịu cho bệnh nhân bằng cách sử dụng thuốc giảm viêm, thuốc làm giãn đường thở tạm thời, cung cấp thêm oxy qua các dụng cụ như dây thở đặt vào mũi, mặt nạ thở... Trong những trường hợp quá nguy kịch, bác sĩ sẽ tiến hành phẫu thuật, mở một lỗ ngay trên cổ, phía dưới thanh quản, nhằm tạo một đường thở mới cho bệnh nhân. 2. Điều trị bệnh lý: Sau khi đảm bảo bệnh nhân không còn trong tình trạng nguy kịch, bác sĩ sẽ tiến hành các xét nghiệm để tìm ra bệnh lý gây khó thở và đưa ra hướng xử trí giúp trị dứt điểm bệnh.",1,True,ebbe56386e0572332383|a76bb6e4304983b4586c|a07074063d848e038a30|7db7474fe87cfb26eea4|013bf0d2c678ec0b4d64,ebbe56386e0572332383|a76bb6e4304983b4586c|a07074063d848e038a30|7db7474fe87cfb26eea4|013bf0d2c678ec0b4d64,2091,1485,182,2.969107000000804,OK,
2009,disease_12805,disease,Viêm khớp ngón tay cái xảy ra khi nào?,Viêm khớp ngón tay cái thường xảy ra do tình trạng thoái hóa và chấn thương hoặc tổn thương khớp ngón tay cái trước đó.,Viêm khớp ngón tay cái thường xảy ra với tình trạng thoái hóa. Chấn thương hoặc tổn thương khớp ngón tay cái trước đây cũng có thể gây viêm khớp ngón tay cái.,1,True,5036f8e7a23e61d78fc4|4f456d0bb37af7fd4827|6a84cf948075536c3df5|5b96547775c0cbc93e41|dfe466b2c6d12ee4807a,5036f8e7a23e61d78fc4|4f456d0bb37af7fd4827|6a84cf948075536c3df5|5b96547775c0cbc93e41|dfe466b2c6d12ee4807a,1259,1012,45,7.185540300000866,OK,
2010,disease_9199,disease,Việc sử dụng corticoid ảnh hưởng như thế nào đến tinh hoàn?,Có thể làm cho tinh hoàn co lại và sản xuất tinh trùng giảm.,Việc sử dụng corticoid có thể làm cho tinh hoàn co lại và sản xuất tinh trùng giảm.,1,True,b44f576603dd0c45193b|5d4172cd13e0481d4989|347e16c7890d27cd0e28|9a642d72c4b2b2b4ee8c|3b0ffcc95fb00020b51f,b44f576603dd0c45193b|5d4172cd13e0481d4989|347e16c7890d27cd0e28|9a642d72c4b2b2b4ee8c|3b0ffcc95fb00020b51f,1652,1189,22,0.4528887000014947,OK,
2011,disease_11977,disease,Ung thư vòm mũi họng được điều trị bằng phương pháp chính nào?,"Xạ trị được xem là phương pháp điều trị chính, với hóa trị được sử dụng ở những ca bệnh tiến triển.",Ung thư vòm mũi họng được điều trị bằng phương pháp chính là liệu pháp xạ trị ngoài.,2,True,bb3aefb2be5529421d49|6f54299cabe55e10b6a6|4fa7b06939f7c502547f|e26b9357e310bd52ed9f|b0d15a10ccfd107487ea,bb3aefb2be5529421d49|6f54299cabe55e10b6a6|4fa7b06939f7c502547f|e26b9357e310bd52ed9f|b0d15a10ccfd107487ea,849,758,25,5.849244199998793,OK,
2012,disease_4558,disease,Phương pháp rạch thoát mủ ở lẹo mắt bên trong chỉ được áp dụng cho loại lẹo mắt nào?,Phương pháp này chỉ được áp dụng cho lẹo mắt bên trong mi mắt.,Chưa đủ thông tin.,1,True,941462fc2ecca1f805ff|daee324fdaa6826609b9|f663c12b22831ded8447|2d406b3a58d543b66b95|27c5b63dc6261654164e,941462fc2ecca1f805ff|daee324fdaa6826609b9|f663c12b22831ded8447|2d406b3a58d543b66b95|27c5b63dc6261654164e,1017,822,7,0.4127064000022074,OK,
2013,disease_2116,disease,"Trong khi chẩn đoán bệnh gan nhiễm mỡ không do rượu, bác sĩ có thể sử dụng xét nghiệm nào để kiểm tra nồng độ men gan trong máu?","Đo nồng độ men gan trong máu, xét nghiệm chức năng gan.",Xét nghiệm chức năng gan.,1,True,45c58c53cb6c9eaec69c|d00cc7db07088153b951|4b47569e5fb06eb7c701|e898f4b68460a7686a70|a5f877b7bde3efbf0cfa,45c58c53cb6c9eaec69c|d00cc7db07088153b951|4b47569e5fb06eb7c701|e898f4b68460a7686a70|a5f877b7bde3efbf0cfa,1533,1161,8,13.138801600001898,OK,
2014,disease_3161,disease,Hội chứng Edwards là gì?,"Hội chứng Edwards còn được gọi là hội chứng Edwards tam thể, hội chứng tam nhiễm sắc thể số 18 (Trisomy 18).","Hội chứng Edwards hay còn được gọi là hội chứng Edwards tam thể, hội chứng tam nhiễm sắc thể số 18 (Trisomy 18).",1,True,5cd73500f31bbb32a0fe|e6439b1c2612acd88fb8|5ad4c65b70be11515b84|9eaba677e4c84f7a91e9|f41825962dbf8ea072e3,5cd73500f31bbb32a0fe|e6439b1c2612acd88fb8|5ad4c65b70be11515b84|9eaba677e4c84f7a91e9|f41825962dbf8ea072e3,1843,1356,32,13.684395799999038,OK,
2015,disease_15371,disease,Bệnh tiểu đường có làm tăng nguy cơ mắc các bệnh lý về da không?,"Đúng, bệnh tiểu đường làm tăng nguy cơ mắc các bệnh lý về da hơn, bao gồm cả nhiễm trùng do nấm và vi khuẩn.","Có, đái tháo đường làm tăng nguy cơ mắc các bệnh lý về da hơn, bao gồm cả nhiễm trùng do nấm và vi khuẩn.",1,True,31850efcc188298b00c0|585f65a9a4ebeba65846|9fcb2a97085c3a3c6cfc|6481a81bdacfe71d70a8|15f8a988b793520faab0,31850efcc188298b00c0|585f65a9a4ebeba65846|9fcb2a97085c3a3c6cfc|6481a81bdacfe71d70a8|15f8a988b793520faab0,1788,1294,32,11.990876500000013,OK,
2016,disease_3910,disease,Lactose là gì?,"Lactose là một loại đường có trong sữa và các sản phẩm từ sữa như phô mai, kem,…","Lactose là một loại đường có trong sữa và các sản phẩm từ sữa như phô mai, kem,…",1,True,be9cdf1bc98fe296f6a5|e81430e0c0845e5d73af|e0ddbae6e52ffe7aa395|5860ecbd1333c3ae2bea|059bb8db107115350ecc,be9cdf1bc98fe296f6a5|e81430e0c0845e5d73af|e0ddbae6e52ffe7aa395|5860ecbd1333c3ae2bea|059bb8db107115350ecc,1514,1127,24,8.976235699999961,OK,
2017,disease_6052,disease,Các biểu hiện thần kinh của bệnh Pellagra có dễ phát hiện không?,"Các biểu hiện về thần kinh khá khó phát hiện, cần có một thời gian để bệnh nhân hay người thân nhận ra các triệu chứng của sa sút trí tuệ.","Các triệu chứng thần kinh của bệnh Pellagra có thể khó phát hiện, đặc biệt là các biểu hiện về sa sút trí tuệ. Cần có một thời gian để bệnh nhân hay người thân nhận ra các triệu chứng của bệnh.",1,True,c79be5c7ceaa6dcab4ab|0b97964f88544ef3ece9|bccef0132dc6ccc1bda2|c26f96785f5d4e1874b7|b6121ac81b719e280759,c79be5c7ceaa6dcab4ab|0b97964f88544ef3ece9|bccef0132dc6ccc1bda2|c26f96785f5d4e1874b7|b6121ac81b719e280759,1199,950,49,0.4987169999985781,OK,
2018,disease_6773,disease,"Ngoài nỗi sợ hãi quá mức khi phải tách rời người thân, những triệu chứng phổ biến nào của bệnh rối loạn lo âu chia ly ở trẻ em?","Ngoài nỗi sợ hãi quá mức khi phải tách rời người thân, những triệu chứng phổ biến của bệnh rối loạn lo âu chia ly ở trẻ em bao gồm: đau đầu, đau bụng, buồn nôn, nôn, đánh trống ngực, chóng mặt và cảm thấy như muốn ngất xỉu.","Theo ngữ cảnh, ngoài nỗi sợ hãi quá mức khi phải tách rời người thân, những triệu chứng phổ biến của bệnh rối loạn lo âu chia ly ở trẻ em bao gồm: - Trẻ thường xuyên lo lắng về sự an toàn hay cái chết của người thân mà trẻ gắn bó. - Trẻ lo lắng về các sự kiện không mong muốn với bản thân, chẳng hạn như bị lạc, bị bắt cóc hoặc gặp tai nạn. - Trẻ có thể có hành vi miễn cưỡng hoặc từ chối tự đi ra ngoài vì nỗi sợ chia ly. - Trẻ bị rối loạn lo âu chia ly có thể không thể ở trong phòng một mình và có thể có hành vi “đeo bám” người thân. - Trẻ gặp khó khăn khi đi ngủ và đòi ai đó ở bên trẻ cho đến khi trẻ ngủ thiếp đi. - Trẻ em có thể miễn cưỡng hoặc từ chối tham dự các hoạt động ngoại khóa, ngủ ở nhà của bạn bè hoặc rất khó khăn trong việc đến trường vì không thể tách rời người thân. - Có thể có những cơn ác mộng lặp đi lặp lại trong đó nội dung thể hiện sự lo lắng về sự chia ly với người thân. - Xuất hiện các triệu chứng thực thể như đau đầu, đau bụng, buồn nôn, nôn là khá phổ biến ở trẻ em khi sắp phải vào tình huống phải tách rời người thân.",1,True,c26ea0a56dc1a1603a39|071f0bda249d86b083c1|2b0f8b5ef9bb8194de4f|8833e6ada1efef089ac7|77a93945e99465f2dae1,c26ea0a56dc1a1603a39|071f0bda249d86b083c1|2b0f8b5ef9bb8194de4f|8833e6ada1efef089ac7|77a93945e99465f2dae1,2046,1507,306,0.7603357000007236,OK,
2019,disease_2275,disease,Mục đích của khởi động trước bất kỳ bài tập vận động nào là gì?,"Mục đích của khởi động là giúp làm nóng cơ bắp, giảm nguy cơ bị giãn dây chằng.",Mục đích của khởi động trước bất kỳ bài tập vận động nào là hạn chế chấn thương và giúp cơ thể sẵn sàng cho các hoạt động thể chất.,1,True,e08baa797df4a90e820b|26a867cd384af0265c5e|176ea456b527c183c16d|4ec65fb604d2aad61745|ec9c7968047bc6676857,e08baa797df4a90e820b|26a867cd384af0265c5e|176ea456b527c183c16d|4ec65fb604d2aad61745|ec9c7968047bc6676857,1623,1210,34,0.4755566000021645,OK,
2020,disease_14303,disease,Tại sao phòng chống vỡ giãn tĩnh mạch thực quản lần vỡ giãn đầu tiên cực kỳ quan trọng?,"Phòng chống vỡ giãn tĩnh mạch thực quản lần vỡ giãn đầu tiên cực kỳ quan trọng vì 70% bệnh nhân sẽ bị vỡ giãn tĩnh mạch thực quản tái phát lần thứ 2 trong năm đầu, đặc biệt là trong 6 tuần kể từ lần vỡ giãn đầu tiên.","Phòng chống vỡ giãn tĩnh mạch thực quản lần vỡ giãn đầu tiên cực kỳ quan trọng vì 70% bệnh nhân sẽ tái phát lần thứ 2 trong năm đầu sau lần vỡ giãn đầu tiên, đặc biệt là trong 6 tuần kể từ lần vỡ giãn đầu tiên.",1,True,e1e4bdd6535c4ab9cdea|103669fa3bd86e7683ec|3ad6acb33c2717b67eaa|3c88ec54c568ac596292|6435bf1301f82bf9e735,e1e4bdd6535c4ab9cdea|103669fa3bd86e7683ec|3ad6acb33c2717b67eaa|3c88ec54c568ac596292|6435bf1301f82bf9e735,1589,1243,66,2.883528899998055,OK,
2021,disease_2035,disease,Ewing sarcoma có thể xảy ra ở những độ tuổi nào?,"Bệnh Ewing sarcoma có thể xảy ra ở mọi lứa tuổi, nhưng có khả năng xảy ra nhiều hơn ở trẻ em và thanh thiếu niên.","Bệnh Ewing sarcoma có thể xảy ra ở mọi lứa tuổi, nhưng nó có nhiều khả năng xảy ra ở trẻ em và thanh thiếu niên.",1,True,d291e3a3dd12480b3226|e0c8e379cc7c314c9736|fe2e8ccd1631457b8b5e|9555223086adc0698ded|d6fe000f7fdbf4a299a0,d291e3a3dd12480b3226|e0c8e379cc7c314c9736|fe2e8ccd1631457b8b5e|9555223086adc0698ded|d6fe000f7fdbf4a299a0,1475,1150,33,2.000043600000936,OK,
2022,disease_15169,disease,Đi khám cùng ai sẽ giúp ích cho bạn?,Người thân hoặc bạn để giúp bạn ghi nhớ lời bác sĩ dặn.,Đi khám cùng người thân hoặc bạn sẽ giúp bạn ghi nhớ lời bác sĩ dặn và hỗ trợ tinh thần.,1,True,394ed0980fde3923b559|0ebd7200efaf0de06826|a07074063d848e038a30|267be0bc0bf64b076b5b|a07074063d848e038a30,394ed0980fde3923b559|0ebd7200efaf0de06826|a07074063d848e038a30|267be0bc0bf64b076b5b,1605,1150,25,4.803440100000444,OK,
2023,disease_261,disease,"Tại sao những người có tiền căn gia đình như cha mẽ, anh chị em có bệnh lý bướu giáp nhân hay ung thư nội tiết lại dễ mắc bệnh bướu giáp keo?",Bởi vì bệnh bướu giáp keo có thể di truyền.,"Những người có tiền căn gia đình như cha mẹ, anh chị em có bệnh lý bướu giáp nhân hay ung thư nội tiết lại dễ mắc bệnh bướu giáp keo vì họ có nguy cơ di truyền các yếu tố gen liên quan đến bệnh lý này.",1,True,ec1990d1a903bba58de8|40c2edad7a79c941fab4|68783debd010382a7b9e|ba1954e3818e6cee114a|be014eefed77eaec0b4a,ec1990d1a903bba58de8|40c2edad7a79c941fab4|68783debd010382a7b9e|ba1954e3818e6cee114a|be014eefed77eaec0b4a,1196,989,58,0.48774279999997816,OK,
2024,disease_4022,disease,Bệnh cường giáp là gì?,Bệnh cường giáp là bệnh lý khi tuyến giáp của bạn hoạt động quá mức.,Cường giáp còn có tên gọi khác là cường giáp trạng hoặc cường chức năng tuyến giáp. Nguyên nhân cường giáp do sự hoạt động quá mức so với người bình thường của tuyến giáp.,,False,809566025c7af66b1403|31bb4e94a8d66bcd6971|40c2edad7a79c941fab4|a551807a558cc527b44f|ed53cd318e70801d9a55,809566025c7af66b1403|31bb4e94a8d66bcd6971|40c2edad7a79c941fab4|a551807a558cc527b44f|ed53cd318e70801d9a55,1114,924,44,0.4200070000006235,OK,
2025,disease_5601,disease,"Theo các chuyên gia, đâu là nguyên nhân dẫn đến tình trạng phát ban da thứ phát ở người bị nấm da đầu?","Nguyên nhân dẫn đến phát ban da thứ phát trên da đầu người bệnh là do tình trạng viêm nhiễm nặng trên da đầu, đặc biệt là khi vừa điều trị bằng các thuốc kháng nấm, chẳng hạn như một phản ứng viêm da tiếp xúc với thuốc kháng nấm bôi ngoài.","Theo các tài liệu cung cấp, phát ban da thứ phát có thể xảy ra ở da đầu người bệnh có tình trạng viêm nhiều, đặc biệt là khi vừa mới điều trị các thuốc kháng nấm.",1,True,7d4e8753f0ae12c08b79|af7163d733d755250ca0|aa944ca3af9631d7e705|dd4dff281604f801ea09|aa5f771c2a994a494f7d,7d4e8753f0ae12c08b79|af7163d733d755250ca0|aa944ca3af9631d7e705|dd4dff281604f801ea09|aa5f771c2a994a494f7d,1570,1227,42,0.4575267000000167,OK,
2026,disease_7169,disease,Điều trị sớm rối loạn trầm cảm theo mùa có vai trò như thế nào?,"Điều trị sớm rối loạn trầm cảm theo mùa có thể giúp ngăn ngừa các biến chứng, đặc biệt là nếu bệnh được chẩn đoán và điều trị trước khi các triệu chứng trở nên nghiêm trọng hơn.","Điều trị sớm rối loạn trầm cảm theo mùa có vai trò quan trọng trong việc ngăn ngừa các biến chứng nghiêm trọng. Điều trị sớm có thể giúp ngăn ngừa các triệu chứng trở nên tồi tệ hơn và giảm thiểu khả năng phát triển các vấn đề khác như rối loạn lo âu, rối loạn ăn uống, hoặc thậm chí là suy nghĩ hoặc hành vi tự sát.",1,True,8ad53f997f483c8f71c7|9478b5e3c8791ba9b32b|434d4e7b1a4e06a6d52a|213e32878481012640d1|8915a9a20837bade0866,8ad53f997f483c8f71c7|9478b5e3c8791ba9b32b|434d4e7b1a4e06a6d52a|213e32878481012640d1|8915a9a20837bade0866,1225,955,87,0.5228021000002627,OK,
2027,disease_5000,disease,"Tại sao sau một nhịp đập sớm, tim sẽ tạm nghỉ một thời gian ngắn?","Sau một nhịp đập sớm, tim sẽ tạm nghỉ một thời gian ngắn để đập một nhịp mạnh nhằm tống máu còn tích lũy ra khỏi buồng tim.","Sau một nhịp đập sớm, tim sẽ tạm nghỉ một thời gian ngắn vì nhịp tim này thường yếu nên sau đó tim sẽ tạm dừng để đập một nhịp mạnh nhằm tống máu còn tích lũy ra khỏi buồng tim.",1,True,12658dc17e9f58a03cb5|33f1165503d5a1dad6e7|7fb6ec43c81fac050f2f|0bf38455154290221b9a|dfc88900c79d4ff0d876,12658dc17e9f58a03cb5|33f1165503d5a1dad6e7|7fb6ec43c81fac050f2f|0bf38455154290221b9a|dfc88900c79d4ff0d876,1171,970,53,3.9295775999999023,OK,
2028,disease_3477,disease,Hội chứng giấc ngủ đến trễ thường gặp ở đối tượng nào?,"Hội chứng giấc ngủ đến trễ có thể gặp ở mọi lứa tuổi, nhưng chủ yếu ảnh hưởng đến lứa tuổi thanh thiếu niên và người trẻ.","Hội chứng giấc ngủ đến trễ thường gặp ở mọi lứa tuổi, nhưng chủ yếu ảnh hưởng đến lứa tuổi thanh thiếu niên và người trẻ.",1,True,68e881bbdd2e75fd3492|74173a9a9232653088ea|5187428d999fca0ee9e4|311ffc5b58121cf570b2|13b8292b94309f590708,68e881bbdd2e75fd3492|74173a9a9232653088ea|5187428d999fca0ee9e4|311ffc5b58121cf570b2|13b8292b94309f590708,1609,1225,34,0.4425276000001759,OK,
